"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"65","Alex Stalock","S.J","1","22.266666666667","4","4","0","1.000","0.00","0.31","0.49","0","0","0","-","0.00","0.00","2","2","0","1.000","0.00","0.15","2","2","0","1.000","0.00","0.06","0","1","32.75","-"
"75","Richard Bachman","DAL","1","6.0833333333333","1","1","0","1.000","0.00","0.08","0.09","1","1","0","1.000","0.00","0.18","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","16.00","-"
"82","Jacob Markstrom","FLA","1","34.266666666667","7","7","0","1.000","0.00","0.55","0.43","2","2","0","1.000","0.00","0.35","0","0","0","-","0.00","0.00","5","5","0","1.000","0.00","0.14","0","0","43.29","-"
"76","Cedrick Desjardins","T.B","2","91.1","44","43","1","0.977","0.66","2.46","2.7","14","14","0","1.000","0.00","2.45","11","10","1","0.909","0.66","-0.19","16","16","0","1.000","0.00","0.45","5","4","39.02","31.00"
"28","Michael Leighton","PHI","1","43.716666666667","26","25","1","0.962","1.37","1.05","1.71","5","5","0","1.000","0.00","0.88","8","8","0","1.000","0.00","0.59","13","12","1","0.923","1.37","-0.63","0","3","37.08","15.00"
"39","Martin Gerber","EDM","3","140.3","74","71","3","0.959","1.28","2.82","5.82","28","25","3","0.893","1.28","1.91","17","17","0","1.000","0.00","1.26","27","27","0","1.000","0.00","0.76","1","7","30.03","10.67"
"58","Anton Khudobin","MIN","4","150.51666666667","63","60","3","0.952","1.20","1.96","3.73","9","8","1","0.889","0.40","0.58","18","17","1","0.944","0.40","0.33","35","34","1","0.971","0.40","-0.01","2","4","37.00","35.33"
"7","Tim Thomas","BOS","57","2663.8666666667","1416","1345","71","0.950","1.60","40.40","101.81","359","316","43","0.880","0.97","19.94","398","378","20","0.950","0.45","9.47","611","603","8","0.987","0.18","9.21","69","115","36.16","20.83"
"37","Ray Emery","ANA","10","418.83333333333","205","193","12","0.941","1.72","4.13","15.42","49","42","7","0.857","1.00","1.59","59","56","3","0.949","0.43","1.37","89","87","2","0.978","0.29","0.51","13","16","35.35","24.25"
"73","Semyon Varlamov","WSH","27","1185.35","570","534","36","0.937","1.82","8.84","44.52","142","120","22","0.845","1.11","2.90","151","143","8","0.947","0.40","3.18","264","258","6","0.977","0.30","1.44","26","50","35.34","22.75"
"59","Pekka Rinne","NSH","64","2949.1","1478","1383","95","0.936","1.93","21.27","105.64","351","301","50","0.858","1.02","11.54","410","384","26","0.937","0.53","4.36","663","645","18","0.973","0.37","0.68","60","106","34.53","22.24"
"19","Roberto Luongo","VAN","60","2747.05","1353","1263","90","0.933","1.97","16.44","99.75","389","331","58","0.851","1.27","10.20","358","336","22","0.939","0.48","4.51","560","550","10","0.982","0.22","5.78","60","103","34.19","18.68"
"21","Jason LaBarbera","PHX","17","694.16666666667","386","360","26","0.933","2.25","4.37","29.58","109","95","14","0.872","1.21","5.11","115","109","6","0.948","0.52","2.52","151","146","5","0.967","0.43","-0.75","6","36","33.55","26.69"
"26","Craig Anderson","OTT","18","816.48333333333","450","420","30","0.933","2.20","5.40","31.85","113","92","21","0.814","1.54","-1.19","125","123","2","0.984","0.15","7.26","203","196","7","0.966","0.51","-1.28","17","45","35.64","21.03"
"30","Ilya Bryzgalov","PHX","68","3142.5166666667","1569","1464","105","0.933","2.00","18.43","120.59","426","358","68","0.840","1.30","6.69","424","401","23","0.946","0.44","8.40","677","663","14","0.979","0.27","5.07","63","135","34.04","20.50"
"54","Al Montoya","NYI","20","884.3","449","419","30","0.933","2.04","5.32","38.88","148","126","22","0.851","1.49","3.95","117","111","6","0.949","0.41","2.66","171","169","2","0.988","0.14","2.82","21","43","33.06","23.07"
"56","Cory Schneider","VAN","25","1073.8333333333","508","474","34","0.933","1.90","5.96","42.91","164","147","17","0.896","0.95","11.75","132","120","12","0.909","0.67","-2.22","195","190","5","0.974","0.28","0.49","23","52","33.17","18.97"
"69","James Reimer","TOR","37","1589.8333333333","881","822","59","0.933","2.23","10.31","61.44","205","178","27","0.868","1.02","8.94","231","211","20","0.913","0.75","-2.89","403","391","12","0.970","0.45","-0.65","51","49","37.12","25.73"
"79","Matt Climie","PHX","1","21.65","15","14","1","0.933","2.77","0.18","0.99","2","2","0","1.000","0.00","0.35","6","5","1","0.833","2.77","-0.56","6","6","0","1.000","0.00","0.17","1","1","33.27","23.00"
"40","Joey MacDonald","DET","15","561.7","294","274","20","0.932","2.14","3.13","20.24","69","54","15","0.783","1.60","-2.90","80","77","3","0.963","0.32","2.92","132","130","2","0.985","0.21","1.72","19","15","35.79","16.70"
"85","Anders Lindback","NSH","22","907.6","471","439","32","0.932","2.12","5.05","33.39","130","108","22","0.831","1.45","0.79","130","122","8","0.938","0.53","1.63","193","191","2","0.990","0.13","3.44","21","30","33.85","20.84"
"60","Carey Price","MTL","72","3216.7666666667","1587","1478","109","0.931","2.03","15.85","116.65","450","375","75","0.833","1.40","3.90","397","371","26","0.935","0.48","3.40","695","687","8","0.988","0.15","11.58","84","137","35.17","19.83"
"80","Antti Niemi","S.J","60","2811.4","1338","1246","92","0.931","1.96","13.26","96.07","328","282","46","0.860","0.98","11.51","319","291","28","0.912","0.60","-4.38","634","616","18","0.972","0.38","-0.14","68","120","35.67","24.09"
"83","Braden Holtby","WSH","14","568.58333333333","248","231","17","0.931","1.79","2.51","17.04","58","49","9","0.845","0.95","1.17","75","70","5","0.933","0.53","0.55","101","98","3","0.970","0.32","-0.15","7","13","37.73","21.76"
"66","Niklas Backstrom","MIN","51","2294.9333333333","1203","1119","84","0.930","2.20","10.64","83.44","283","235","48","0.830","1.25","1.62","313","294","19","0.939","0.50","4.18","579","563","16","0.972","0.42","0.31","52","122","36.38","25.12"
"17","Brent Johnson","PIT","23","966.91666666667","451","419","32","0.929","1.99","3.48","33.12","106","91","15","0.858","0.93","3.58","133","121","12","0.910","0.74","-2.15","195","190","5","0.974","0.31","0.49","13","28","34.92","24.16"
"33","Henrik Lundqvist","NYR","68","3083.6","1526","1418","108","0.929","2.10","12.05","123.39","473","399","74","0.844","1.44","8.93","414","397","17","0.959","0.33","13.66","608","591","17","0.972","0.33","0.13","69","111","32.33","21.46"
"42","Kari Lehtonen","DAL","69","3128.5666666667","1524","1416","108","0.929","2.07","11.89","108.29","373","308","65","0.826","1.25","0.40","390","368","22","0.944","0.42","6.88","709","688","21","0.970","0.40","-1.03","78","130","35.55","22.78"
"46","Cam Ward","CAR","74","3225.8333333333","1808","1679","129","0.929","2.40","13.23","147.1","532","451","81","0.848","1.51","12.27","437","403","34","0.922","0.63","-1.64","772","759","13","0.983","0.24","8.75","81","193","33.96","19.57"
"62","Ondrej Pavelec","ATL","58","2573.75","1320","1226","94","0.929","2.19","9.84","100.64","341","285","56","0.836","1.31","3.79","360","336","24","0.933","0.56","2.66","584","571","13","0.978","0.30","3.45","58","104","34.91","21.35"
"77","Jonas Hiller","ANA","49","2079.4333333333","1147","1066","81","0.929","2.34","9.23","93.44","323","281","42","0.870","1.21","14.63","325","303","22","0.932","0.63","2.07","464","447","17","0.963","0.49","-3.93","49","108","32.80","22.54"
"48","Corey Crawford","CHI","57","2692.5833333333","1218","1129","89","0.927","1.98","6.82","90.72","350","292","58","0.834","1.29","3.36","324","310","14","0.957","0.31","9.99","524","507","17","0.968","0.38","-2.24","58","87","32.67","22.43"
"92","Sergei Bobrovsky","PHI","54","2316.75","1181","1095","86","0.927","2.23","6.91","93.53","319","273","46","0.856","1.19","9.93","297","272","25","0.916","0.65","-3.01","516","503","13","0.975","0.34","1.54","53","119","35.23","24.53"
"27","Ryan Miller","BUF","66","2961.6","1481","1372","109","0.926","2.21","7.51","104.79","370","308","62","0.832","1.26","2.87","428","404","24","0.944","0.49","7.70","637","614","23","0.964","0.47","-5.05","95","108","36.62","24.63"
"47","Marc-Andre Fleury","PIT","65","2739.6833333333","1285","1190","95","0.926","2.08","6.09","94.13","386","318","68","0.824","1.49","-0.33","302","286","16","0.947","0.35","6.36","549","538","11","0.980","0.24","4.47","55","105","34.76","19.01"
"11","Dwayne Roloson","T.B","34","1518.45","722","668","54","0.925","2.13","2.80","48.99","163","132","31","0.810","1.22","-2.42","187","172","15","0.920","0.59","-1.15","326","318","8","0.975","0.32","1.18","40","60","39.25","26.22"
"63","Jonathan Quick","L.A","61","2763","1259","1164","95","0.925","2.06","4.04","88.99","293","251","42","0.857","0.91","9.37","323","295","28","0.913","0.61","-4.08","591","567","24","0.959","0.52","-7.35","47","88","36.58","26.80"
"14","Brian Boucher","PHI","34","1418.3666666667","696","643","53","0.924","2.24","1.75","52.99","170","146","24","0.859","1.02","5.80","190","178","12","0.937","0.51","2.07","313","296","17","0.946","0.72","-8.18","29","68","35.36","25.42"
"61","Tuukka Rask","BOS","29","1263.6333333333","681","629","52","0.924","2.47","1.57","47.81","165","135","30","0.818","1.42","-1.07","202","189","13","0.936","0.62","1.96","293","284","9","0.969","0.43","-0.75","34","51","36.49","21.79"
"10","Dwayne Roloson","NYI","20","926.28333333333","483","446","37","0.923","2.40","1.00","39.85","137","119","18","0.869","1.17","6.02","126","114","12","0.905","0.78","-2.67","200","193","7","0.965","0.45","-1.37","27","45","35.32","21.59"
"13","Martin Biron","NYR","17","726.81666666667","347","320","27","0.922","2.23","0.30","27.41","100","83","17","0.830","1.40","0.53","84","78","6","0.929","0.50","0.22","157","153","4","0.975","0.33","0.42","18","28","32.39","21.11"
"31","Dan Ellis","ANA","13","534.91666666667","258","238","20","0.922","2.24","0.30","18.51","64","56","8","0.875","0.90","3.22","83","74","9","0.892","1.01","-2.85","103","100","3","0.971","0.34","-0.10","17","23","33.24","25.15"
"35","Pascal Leclaire","OTT","14","585.45","282","260","22","0.922","2.25","0.18","21.76","86","73","13","0.849","1.33","2.08","46","38","8","0.826","0.82","-4.59","140","139","1","0.993","0.10","2.94","10","26","35.66","17.77"
"84","Kevin Poulin","NYI","10","408.25","231","213","18","0.922","2.65","0.17","19.46","73","60","13","0.822","1.91","-0.20","62","58","4","0.935","0.59","0.59","94","93","1","0.989","0.15","1.65","11","32","31.82","20.11"
"20","Scott Clemmensen","FLA","31","1324.3166666667","635","585","50","0.921","2.27","-0.05","44.15","133","101","32","0.759","1.45","-8.68","176","167","9","0.949","0.41","4.03","308","299","9","0.971","0.41","-0.32","20","47","36.19","20.38"
"23","Antero Niittymaki","S.J","24","1068.65","470","433","37","0.921","2.08","-0.03","36.79","130","112","18","0.862","1.01","4.79","126","115","11","0.913","0.62","-1.67","194","186","8","0.959","0.45","-2.53","20","51","33.70","23.30"
"55","Devan Dubnyk","EDM","35","1573.55","811","747","64","0.921","2.44","-0.20","63.79","215","175","40","0.814","1.53","-2.31","242","221","21","0.913","0.80","-3.08","328","325","3","0.991","0.11","6.24","32","70","34.51","18.61"
"70","Jhonas Enroth","BUF","14","619.53333333333","290","267","23","0.921","2.23","-0.19","21.54","75","60","15","0.800","1.45","-1.85","74","68","6","0.919","0.58","-0.52","131","129","2","0.985","0.19","1.69","14","22","36.05","16.87"
"74","Michal Neuvirth","WSH","48","2075.3666666667","980","903","77","0.921","2.23","0.10","70.13","253","212","41","0.838","1.19","3.36","257","235","22","0.914","0.64","-2.97","442","428","14","0.968","0.40","-1.55","45","69","34.51","22.94"
"72","Jonathan Bernier","L.A","25","1090.2666666667","513","472","41","0.920","2.26","-0.64","34.76","117","93","24","0.795","1.32","-3.49","152","142","10","0.934","0.55","1.26","234","227","7","0.970","0.39","-0.41","27","28","35.25","23.15"
"9","Tomas Vokoun","FLA","57","2552.35","1353","1244","109","0.919","2.56","-2.56","93.8","336","278","58","0.827","1.36","0.91","385","351","34","0.912","0.80","-5.49","590","573","17","0.971","0.40","-0.38","43","111","35.65","22.99"
"8","Johan Hedberg","N.J","34","1391.8166666667","613","563","50","0.918","2.16","-1.78","44.35","166","134","32","0.807","1.38","-2.90","150","141","9","0.940","0.39","2.11","278","270","8","0.971","0.34","-0.17","22","46","35.08","20.90"
"51","Jaroslav Halak","STL","57","2582.3833333333","1178","1081","97","0.918","2.25","-4.33","100.58","340","282","58","0.829","1.35","1.61","348","325","23","0.934","0.53","2.77","458","442","16","0.965","0.37","-3.10","62","108","31.57","21.97"
"15","Miikka Kiprusoff","CGY","71","3194.8","1441","1321","120","0.917","2.25","-6.64","95.63","315","255","60","0.810","1.13","-4.77","387","353","34","0.912","0.64","-5.34","690","664","26","0.962","0.49","-6.56","71","106","36.84","22.49"
"18","Mathieu Garon","CBJ","36","1483.2","656","600","56","0.915","2.27","-4.39","50.34","188","158","30","0.840","1.21","2.96","168","153","15","0.911","0.61","-2.56","283","272","11","0.961","0.44","-3.03","29","63","35.03","25.61"
"49","Jimmy Howard","DET","63","2815.2833333333","1430","1308","122","0.915","2.60","-9.50","102.91","373","309","64","0.828","1.36","1.40","360","322","38","0.894","0.81","-11.34","642","623","19","0.970","0.40","-0.91","74","110","35.28","22.38"
"4","Patrick Lalime","BUF","7","274.61666666667","128","117","11","0.914","2.40","-0.93","10.22","28","23","5","0.821","1.09","-0.09","38","34","4","0.895","0.87","-1.19","56","54","2","0.964","0.44","-0.42","9","11","38.60","20.55"
"24","Alex Auld","MTL","16","559.93333333333","278","254","24","0.914","2.57","-2.13","22.01","84","68","16","0.810","1.71","-1.27","64","60","4","0.938","0.43","0.74","124","120","4","0.968","0.43","-0.51","3","26","33.35","21.46"
"36","Peter Budaj","COL","45","1886.7833333333","958","876","82","0.914","2.61","-6.64","72.39","259","208","51","0.803","1.62","-5.59","244","227","17","0.930","0.54","1.07","430","416","14","0.967","0.45","-1.89","32","91","34.34","19.82"
"5","Jose Theodore","MIN","32","1381.9833333333","716","654","62","0.913","2.69","-5.67","51.46","177","135","42","0.763","1.82","-10.97","187","175","12","0.936","0.52","1.85","332","324","8","0.976","0.35","1.35","34","60","36.04","21.95"
"12","Jean-Sebastien Giguere","TOR","33","1247.7833333333","609","556","53","0.913","2.55","-5.09","45.88","159","135","24","0.849","1.15","3.88","147","127","20","0.864","0.96","-9.11","277","268","9","0.968","0.43","-1.20","30","37","35.84","24.47"
"41","Mike McKenna","N.J","2","100.03333333333","46","42","4","0.913","2.40","-0.38","3.24","12","10","2","0.833","1.20","0.10","10","9","1","0.900","0.60","-0.26","24","23","1","0.958","0.60","-0.32","1","3","32.85","28.50"
"1","Martin Brodeur","N.J","56","2508.3333333333","1050","958","92","0.912","2.20","-9.40","72.83","270","219","51","0.811","1.22","-3.66","271","242","29","0.893","0.69","-8.93","474","462","12","0.975","0.29","1.35","44","80","35.99","22.60"
"25","Craig Anderson","COL","33","1399.1666666667","718","655","63","0.912","2.70","-6.52","49.85","172","130","42","0.756","1.80","-11.84","188","174","14","0.926","0.60","-0.08","333","326","7","0.979","0.30","2.38","34","59","36.05","20.59"
"52","Brian Elliott","COL","12","555.2","306","279","27","0.912","2.92","-2.93","23.18","90","73","17","0.811","1.84","-1.22","69","62","7","0.899","0.76","-1.89","142","139","3","0.979","0.32","1.00","11","26","34.23","18.96"
"68","Steve Mason","CBJ","54","2273.3833333333","1144","1043","101","0.912","2.67","-11.00","81.4","280","213","67","0.761","1.77","-17.91","320","302","18","0.944","0.48","5.70","522","506","16","0.969","0.42","-1.29","53","73","33.45","18.99"
"91","Henrik Karlsson","CGY","17","641.28333333333","296","270","26","0.912","2.43","-2.71","20.43","74","59","15","0.797","1.40","-2.03","63","56","7","0.889","0.65","-2.33","149","146","3","0.980","0.28","1.20","9","23","35.85","26.85"
"2","Chris Osgood","DET","11","466.08333333333","211","192","19","0.910","2.45","-2.40","13.18","55","46","9","0.836","1.16","0.64","53","48","5","0.906","0.64","-1.08","97","92","5","0.948","0.64","-2.27","12","8","36.22","28.11"
"90","Jonas Gustavsson","TOR","23","973.56666666667","487","443","44","0.910","2.71","-5.69","34.77","124","98","26","0.790","1.60","-4.26","139","128","11","0.921","0.68","-0.71","201","194","7","0.965","0.43","-1.34","23","23","35.03","21.66"
"22","Andrew Raycroft","DAL","19","648.96666666667","355","322","33","0.907","3.05","-5.07","25.59","104","83","21","0.798","1.94","-2.77","73","64","9","0.877","0.83","-3.59","169","166","3","0.982","0.28","1.76","18","30","35.72","19.76"
"44","Curtis McElhinney","OTT","7","316.56666666667","151","137","14","0.907","2.65","-2.12","11.18","44","35","9","0.795","1.71","-1.29","38","34","4","0.895","0.76","-1.19","64","63","1","0.984","0.19","0.80","7","18","36.73","19.64"
"87","Nathan Lawson","NYI","10","287.33333333333","180","163","17","0.906","3.55","-2.84","15.57","70","59","11","0.843","2.30","1.27","38","33","5","0.868","1.04","-2.19","66","65","1","0.985","0.21","0.86","3","18","32.21","18.47"
"6","Marty Turco","CHI","29","1273.6","590","534","56","0.905","2.64","-9.59","44.89","165","132","33","0.800","1.55","-4.07","151","137","14","0.907","0.66","-2.82","259","250","9","0.965","0.42","-1.70","25","46","33.04","20.95"
"3","Nikolai Khabibulin","EDM","47","2051.8","1039","937","102","0.902","2.98","-20.26","85.93","301","245","56","0.814","1.64","-3.23","321","288","33","0.897","0.97","-9.23","385","374","11","0.971","0.32","-0.15","53","95","32.99","24.76"
"16","Chris Mason","ATL","33","1274.9166666667","682","614","68","0.900","3.20","-14.35","52.23","213","172","41","0.808","1.93","-3.66","175","159","16","0.909","0.75","-3.04","284","273","11","0.961","0.52","-3.00","30","63","31.99","19.59"
"32","Dan Ellis","T.B","31","1270.6833333333","528","475","53","0.900","2.50","-11.46","38.14","139","107","32","0.770","1.51","-7.63","144","133","11","0.924","0.52","-0.34","217","207","10","0.954","0.47","-3.89","19","46","37.27","23.98"
"71","Mark Dekanich","NSH","1","40.316666666667","20","18","2","0.900","2.98","-0.43","1.22","4","2","2","0.500","2.98","-1.30","7","7","0","1.000","0.00","0.52","9","9","0","1.000","0.00","0.25","0","1","39.70","18.50"
"38","Mike Smith","T.B","22","869.31666666667","405","364","41","0.899","2.83","-9.14","27.31","93","69","24","0.742","1.66","-7.69","114","105","9","0.921","0.62","-0.56","179","172","7","0.961","0.48","-1.96","10","27","38.27","29.37"
"53","Brian Elliott","OTT","43","1797.9","850","763","87","0.898","2.90","-20.13","61.11","241","184","57","0.763","1.90","-14.75","171","154","17","0.901","0.57","-4.34","405","392","13","0.968","0.43","-1.59","49","68","35.85","19.72"
"43","Curtis McElhinney","ANA","21","779.53333333333","385","345","40","0.896","3.08","-9.71","33.81","122","93","29","0.762","2.23","-7.61","98","90","8","0.918","0.62","-0.74","154","151","3","0.981","0.23","1.34","17","43","32.62","18.55"
"64","Ben Bishop","STL","7","299.58333333333","134","120","14","0.896","2.80","-3.46","10.11","37","29","8","0.784","1.60","-1.51","39","37","2","0.949","0.40","0.89","57","53","4","0.930","0.80","-2.39","8","11","31.98","25.21"
"89","Robin Lehner","OTT","8","278.38333333333","131","117","14","0.893","3.02","-3.69","9.61","30","22","8","0.733","1.72","-2.74","30","26","4","0.867","0.86","-1.78","68","66","2","0.971","0.43","-0.08","6","10","39.24","22.64"
"57","Justin Peters","CAR","12","508.2","259","231","28","0.892","3.31","-7.62","20.2","74","54","20","0.730","2.36","-7.03","73","67","6","0.918","0.71","-0.59","107","105","2","0.981","0.24","1.01","16","24","33.13","16.86"
"29","Rick DiPietro","NYI","26","1132.6833333333","560","499","61","0.891","3.23","-16.95","46.8","165","127","38","0.770","2.01","-9.07","150","138","12","0.920","0.64","-0.89","224","213","11","0.951","0.58","-4.69","34","71","36.42","21.02"
"34","Ty Conklin","STL","25","1001.0833333333","446","397","49","0.890","2.94","-13.91","32.72","125","95","30","0.760","1.80","-8.08","134","124","10","0.925","0.60","-0.08","172","163","9","0.948","0.54","-4.15","16","22","31.95","19.00"
"86","Peter Mannino","ATL","2","56.416666666667","31","27","4","0.871","4.25","-1.56","2.19","10","8","2","0.800","2.13","-0.25","9","8","1","0.889","1.06","-0.33","12","11","1","0.917","1.06","-0.66","5","2","33.23","28.00"
"88","Mikko Koskinen","NYI","4","144.75","84","73","11","0.869","4.56","-4.39","5.71","22","18","4","0.818","1.66","-0.14","23","19","4","0.826","1.66","-2.30","34","32","2","0.941","0.83","-1.04","2","5","36.07","38.27"
"78","Timo Pielmeier","ANA","1","32.416666666667","7","6","1","0.857","1.85","-0.45","0.79","4","3","1","0.750","1.85","-0.30","1","1","0","1.000","0.00","0.07","2","2","0","1.000","0.00","0.06","2","1","25.14","13.00"
"50","Mike Brodeur","OTT","4","72.316666666667","31","25","6","0.806","4.98","-3.56","2.38","8","6","2","0.750","1.66","-0.60","10","8","2","0.800","1.66","-1.26","11","10","1","0.909","0.83","-0.69","4","2","53.58","52.00"
"67","Chad Johnson","NYR","1","15.85","10","8","2","0.800","7.57","-1.21","0.76","4","3","1","0.750","3.79","-0.30","2","2","0","1.000","0.00","0.15","4","3","1","0.750","3.79","-0.89","0","2","36.90","33.00"
"45","David Leneveu","CBJ","1","14.266666666667","8","6","2","0.750","8.41","-1.37","0.57","1","0","1","0.000","4.21","-0.82","1","1","0","1.000","0.00","0.07","6","5","1","0.833","4.21","-0.83","0","1","36.88","31.00"
"81","Tom McCollum","DET","1","8.9","6","4","2","0.667","13.48","-1.53","0.55","3","1","2","0.333","13.48","-1.47","0","0","0","-","0.00","0.00","3","3","0","1.000","0.00","0.08","0","1","36.83","13.00"